Date,Country,Name,Value
2024-10-01,Germany,"Tools, Implements, Cutlery & Parts",75866
2024-11-01,Germany,"Tools, Implements, Cutlery & Parts",133922
2024-12-01,Germany,"Tools, Implements, Cutlery & Parts",29196
2020-01-01,Germany,"Toys, Games & Sport Requisites",749820
2020-02-01,Germany,"Toys, Games & Sport Requisites",754160
2020-03-01,Germany,"Toys, Games & Sport Requisites",319566
2020-04-01,Germany,"Toys, Games & Sport Requisites",14100
2020-05-01,Germany,"Toys, Games & Sport Requisites",340648
2020-06-01,Germany,"Toys, Games & Sport Requisites",949518
2020-07-01,Germany,"Toys, Games & Sport Requisites",980446
2020-08-01,Germany,"Toys, Games & Sport Requisites",1043765
2020-09-01,Germany,"Toys, Games & Sport Requisites",1480763
2020-10-01,Germany,"Toys, Games & Sport Requisites",835602
2020-11-01,Germany,"Toys, Games & Sport Requisites",205094
2020-12-01,Germany,"Toys, Games & Sport Requisites",817771
2021-01-01,Germany,"Toys, Games & Sport Requisites",619021
2021-02-01,Germany,"Toys, Games & Sport Requisites",759241
2021-03-01,Germany,"Toys, Games & Sport Requisites",928106
2021-04-01,Germany,"Toys, Games & Sport Requisites",948806
2021-05-01,Germany,"Toys, Games & Sport Requisites",542350
2021-06-01,Germany,"Toys, Games & Sport Requisites",1230284
2021-07-01,Germany,"Toys, Games & Sport Requisites",802704
2021-08-01,Germany,"Toys, Games & Sport Requisites",1451173
2021-09-01,Germany,"Toys, Games & Sport Requisites",1292978
2021-10-01,Germany,"Toys, Games & Sport Requisites",1265642
2021-11-01,Germany,"Toys, Games & Sport Requisites",1107405
2021-12-01,Germany,"Toys, Games & Sport Requisites",1042636
2022-01-01,Germany,"Toys, Games & Sport Requisites",501688
2022-02-01,Germany,"Toys, Games & Sport Requisites",939981
2022-03-01,Germany,"Toys, Games & Sport Requisites",809812
2022-04-01,Germany,"Toys, Games & Sport Requisites",970154
2022-05-01,Germany,"Toys, Games & Sport Requisites",493402
2022-06-01,Germany,"Toys, Games & Sport Requisites",1201033
2022-07-01,Germany,"Toys, Games & Sport Requisites",1099378
2022-08-01,Germany,"Toys, Games & Sport Requisites",947275
2022-09-01,Germany,"Toys, Games & Sport Requisites",749283
2022-10-01,Germany,"Toys, Games & Sport Requisites",1069629
2022-11-01,Germany,"Toys, Games & Sport Requisites",997070
2022-12-01,Germany,"Toys, Games & Sport Requisites",805826
2023-01-01,Germany,"Toys, Games & Sport Requisites",689996
2023-02-01,Germany,"Toys, Games & Sport Requisites",1308031
2023-03-01,Germany,"Toys, Games & Sport Requisites",568236
2023-04-01,Germany,"Toys, Games & Sport Requisites",849118
2023-05-01,Germany,"Toys, Games & Sport Requisites",585512
2023-06-01,Germany,"Toys, Games & Sport Requisites",833099
2023-07-01,Germany,"Toys, Games & Sport Requisites",604170
2023-08-01,Germany,"Toys, Games & Sport Requisites",658597
2023-09-01,Germany,"Toys, Games & Sport Requisites",622151
2023-10-01,Germany,"Toys, Games & Sport Requisites",862899
2023-11-01,Germany,"Toys, Games & Sport Requisites",423610
2023-12-01,Germany,"Toys, Games & Sport Requisites",907814
2024-01-01,Germany,"Toys, Games & Sport Requisites",516632
2024-02-01,Germany,"Toys, Games & Sport Requisites",477389
2024-03-01,Germany,"Toys, Games & Sport Requisites",888199
2024-04-01,Germany,"Toys, Games & Sport Requisites",426853
2024-05-01,Germany,"Toys, Games & Sport Requisites",1163191
2024-06-01,Germany,"Toys, Games & Sport Requisites",866344
2024-07-01,Germany,"Toys, Games & Sport Requisites",908074
2024-08-01,Germany,"Toys, Games & Sport Requisites",1240221
2024-09-01,Germany,"Toys, Games & Sport Requisites",474718
2024-10-01,Germany,"Toys, Games & Sport Requisites",686746
2024-11-01,Germany,"Toys, Games & Sport Requisites",816178
2024-12-01,Germany,"Toys, Games & Sport Requisites",946140
2020-01-01,Germany,Transport Equipment & Parts,1295099
2020-02-01,Germany,Transport Equipment & Parts,1171426
2020-03-01,Germany,Transport Equipment & Parts,633077
2020-04-01,Germany,Transport Equipment & Parts,252763
2020-05-01,Germany,Transport Equipment & Parts,582263
2020-06-01,Germany,Transport Equipment & Parts,983016
2020-07-01,Germany,Transport Equipment & Parts,692521
2020-08-01,Germany,Transport Equipment & Parts,548995
2020-09-01,Germany,Transport Equipment & Parts,988255
2020-10-01,Germany,Transport Equipment & Parts,374787
2020-11-01,Germany,Transport Equipment & Parts,1164559
2020-12-01,Germany,Transport Equipment & Parts,992056
2021-01-01,Germany,Transport Equipment & Parts,2125716
2021-02-01,Germany,Transport Equipment & Parts,1672365
2021-03-01,Germany,Transport Equipment & Parts,1341685
2021-04-01,Germany,Transport Equipment & Parts,1642953
2021-05-01,Germany,Transport Equipment & Parts,1775355
2021-06-01,Germany,Transport Equipment & Parts,2102230
2021-07-01,Germany,Transport Equipment & Parts,1505881
2021-08-01,Germany,Transport Equipment & Parts,888050
2021-09-01,Germany,Transport Equipment & Parts,1796211
2021-10-01,Germany,Transport Equipment & Parts,1911413
2021-11-01,Germany,Transport Equipment & Parts,2606314
2021-12-01,Germany,Transport Equipment & Parts,2279349
2022-01-01,Germany,Transport Equipment & Parts,2699871
2022-02-01,Germany,Transport Equipment & Parts,2521795
2022-03-01,Germany,Transport Equipment & Parts,2022244
2022-04-01,Germany,Transport Equipment & Parts,2175653
2022-05-01,Germany,Transport Equipment & Parts,2360882
2022-06-01,Germany,Transport Equipment & Parts,2791098
2022-07-01,Germany,Transport Equipment & Parts,3131765
2022-08-01,Germany,Transport Equipment & Parts,2441935
2022-09-01,Germany,Transport Equipment & Parts,3135548
2022-10-01,Germany,Transport Equipment & Parts,2337170
2022-11-01,Germany,Transport Equipment & Parts,2071404
2022-12-01,Germany,Transport Equipment & Parts,2704596
2023-01-01,Germany,Transport Equipment & Parts,3027923
2023-02-01,Germany,Transport Equipment & Parts,1682358
2023-03-01,Germany,Transport Equipment & Parts,1675001
2023-04-01,Germany,Transport Equipment & Parts,886980
2023-05-01,Germany,Transport Equipment & Parts,1718230
2023-06-01,Germany,Transport Equipment & Parts,1704926
2023-07-01,Germany,Transport Equipment & Parts,2347969
2023-08-01,Germany,Transport Equipment & Parts,1604612
2023-09-01,Germany,Transport Equipment & Parts,1488264
2023-10-01,Germany,Transport Equipment & Parts,2151553
2023-11-01,Germany,Transport Equipment & Parts,1325062
2023-12-01,Germany,Transport Equipment & Parts,2508117
2024-01-01,Germany,Transport Equipment & Parts,1890038
2024-02-01,Germany,Transport Equipment & Parts,1536728
2024-03-01,Germany,Transport Equipment & Parts,2425544
2024-04-01,Germany,Transport Equipment & Parts,2087689
2024-05-01,Germany,Transport Equipment & Parts,2152544
2024-06-01,Germany,Transport Equipment & Parts,1902337
2024-07-01,Germany,Transport Equipment & Parts,1575028
2024-08-01,Germany,Transport Equipment & Parts,2719315
2024-09-01,Germany,Transport Equipment & Parts,1058561
2024-10-01,Germany,Transport Equipment & Parts,760494
2024-11-01,Germany,Transport Equipment & Parts,975894
2024-12-01,Germany,Transport Equipment & Parts,1401635
2020-01-01,Germany,"Travel Goods, Bags etc.",30856
2020-02-01,Germany,"Travel Goods, Bags etc.",13013
2020-03-01,Germany,"Travel Goods, Bags etc.",18449
2020-04-01,Germany,"Travel Goods, Bags etc.",22206
2020-05-01,Germany,"Travel Goods, Bags etc.",25963
2020-06-01,Germany,"Travel Goods, Bags etc.",39674
2020-07-01,Germany,"Travel Goods, Bags etc.",36501
2020-08-01,Germany,"Travel Goods, Bags etc.",37509
2020-09-01,Germany,"Travel Goods, Bags etc.",15849
2020-10-01,Germany,"Travel Goods, Bags etc.",26167
2020-11-01,Germany,"Travel Goods, Bags etc.",8698
2020-12-01,Germany,"Travel Goods, Bags etc.",35166
2021-01-01,Germany,"Travel Goods, Bags etc.",70238
2021-02-01,Germany,"Travel Goods, Bags etc.",11461
2021-03-01,Germany,"Travel Goods, Bags etc.",27398
2021-04-01,Germany,"Travel Goods, Bags etc.",20883
2021-05-01,Germany,"Travel Goods, Bags etc.",26511
2021-06-01,Germany,"Travel Goods, Bags etc.",9870
2021-07-01,Germany,"Travel Goods, Bags etc.",31383
2021-08-01,Germany,"Travel Goods, Bags etc.",23966
2021-09-01,Germany,"Travel Goods, Bags etc.",4476
2021-10-01,Germany,"Travel Goods, Bags etc.",358370
2021-11-01,Germany,"Travel Goods, Bags etc.",81316
2021-12-01,Germany,"Travel Goods, Bags etc.",72087
2022-01-01,Germany,"Travel Goods, Bags etc.",75923
2022-02-01,Germany,"Travel Goods, Bags etc.",35555
2022-03-01,Germany,"Travel Goods, Bags etc.",29566
2022-04-01,Germany,"Travel Goods, Bags etc.",5542
2022-05-01,Germany,"Travel Goods, Bags etc.",53262
2022-06-01,Germany,"Travel Goods, Bags etc.",41784
2022-07-01,Germany,"Travel Goods, Bags etc.",45594
2022-08-01,Germany,"Travel Goods, Bags etc.",62366
2022-09-01,Germany,"Travel Goods, Bags etc.",171551
2022-10-01,Germany,"Travel Goods, Bags etc.",35167
2022-11-01,Germany,"Travel Goods, Bags etc.",21847
2022-12-01,Germany,"Travel Goods, Bags etc.",27389
2023-01-01,Germany,"Travel Goods, Bags etc.",49987
2023-02-01,Germany,"Travel Goods, Bags etc.",63912
2023-03-01,Germany,"Travel Goods, Bags etc.",97049
2023-04-01,Germany,"Travel Goods, Bags etc.",57389
2023-05-01,Germany,"Travel Goods, Bags etc.",82870
2023-06-01,Germany,"Travel Goods, Bags etc.",36279
2023-07-01,Germany,"Travel Goods, Bags etc.",40585
2023-08-01,Germany,"Travel Goods, Bags etc.",22591
2023-09-01,Germany,"Travel Goods, Bags etc.",43058
2023-10-01,Germany,"Travel Goods, Bags etc.",41672
2023-11-01,Germany,"Travel Goods, Bags etc.",22431
2023-12-01,Germany,"Travel Goods, Bags etc.",56830
2024-01-01,Germany,"Travel Goods, Bags etc.",43756
2024-02-01,Germany,"Travel Goods, Bags etc.",34021
2024-03-01,Germany,"Travel Goods, Bags etc.",114898
2024-04-01,Germany,"Travel Goods, Bags etc.",88072
2024-05-01,Germany,"Travel Goods, Bags etc.",34115
2024-06-01,Germany,"Travel Goods, Bags etc.",15598
2024-07-01,Germany,"Travel Goods, Bags etc.",13278
2024-08-01,Germany,"Travel Goods, Bags etc.",18997
2024-09-01,Germany,"Travel Goods, Bags etc.",25584
2024-10-01,Germany,"Travel Goods, Bags etc.",33005
2024-11-01,Germany,"Travel Goods, Bags etc.",35180
2024-12-01,Germany,"Travel Goods, Bags etc.",37085
2020-01-01,Germany,Unmanufactured Tobacco,18882
2020-02-01,Germany,Unmanufactured Tobacco,679
2020-03-01,Germany,Unmanufactured Tobacco,643
2020-04-01,Germany,Unmanufactured Tobacco,534.5
2020-05-01,Germany,Unmanufactured Tobacco,426
2020-06-01,Germany,Unmanufactured Tobacco,439
2020-07-01,Germany,Unmanufactured Tobacco,617
2020-08-01,Germany,Unmanufactured Tobacco,642.5
2020-09-01,Germany,Unmanufactured Tobacco,668
2020-10-01,Germany,Unmanufactured Tobacco,667
2020-11-01,Germany,Unmanufactured Tobacco,659
2020-12-01,Germany,Unmanufactured Tobacco,651
2021-01-01,Germany,Unmanufactured Tobacco,643
2021-02-01,Germany,Unmanufactured Tobacco,654
2021-03-01,Germany,Unmanufactured Tobacco,1426
2021-04-01,Germany,Unmanufactured Tobacco,627
2021-05-01,Germany,Unmanufactured Tobacco,662
2021-06-01,Germany,Unmanufactured Tobacco,1044
2021-07-01,Germany,Unmanufactured Tobacco,837
2021-08-01,Germany,Unmanufactured Tobacco,630
2021-09-01,Germany,Unmanufactured Tobacco,2887
2021-10-01,Germany,Unmanufactured Tobacco,642
2021-11-01,Germany,Unmanufactured Tobacco,659
2021-12-01,Germany,Unmanufactured Tobacco,808
2022-01-01,Germany,Unmanufactured Tobacco,700.5
2022-02-01,Germany,Unmanufactured Tobacco,593
2022-03-01,Germany,Unmanufactured Tobacco,682
2022-04-01,Germany,Unmanufactured Tobacco,642
2022-05-01,Germany,Unmanufactured Tobacco,670
2022-06-01,Germany,Unmanufactured Tobacco,777
2022-07-01,Germany,Unmanufactured Tobacco,585453
2022-08-01,Germany,Unmanufactured Tobacco,581
2022-09-01,Germany,Unmanufactured Tobacco,829
2022-10-01,Germany,Unmanufactured Tobacco,4900
2022-11-01,Germany,Unmanufactured Tobacco,308752
2022-12-01,Germany,Unmanufactured Tobacco,291418
2023-01-01,Germany,Unmanufactured Tobacco,354869
2023-02-01,Germany,Unmanufactured Tobacco,332940
2023-03-01,Germany,Unmanufactured Tobacco,315720
2023-04-01,Germany,Unmanufactured Tobacco,337894
2023-05-01,Germany,Unmanufactured Tobacco,320852
2023-06-01,Germany,Unmanufactured Tobacco,349358
2023-07-01,Germany,Unmanufactured Tobacco,326331
2023-08-01,Germany,Unmanufactured Tobacco,705542
2023-09-01,Germany,Unmanufactured Tobacco,289923
2023-10-01,Germany,Unmanufactured Tobacco,302501
2023-11-01,Germany,Unmanufactured Tobacco,303039
2023-12-01,Germany,Unmanufactured Tobacco,332092
2024-01-01,Germany,Unmanufactured Tobacco,353076
2024-02-01,Germany,Unmanufactured Tobacco,342042
2024-03-01,Germany,Unmanufactured Tobacco,362622
2024-04-01,Germany,Unmanufactured Tobacco,367649
2024-05-01,Germany,Unmanufactured Tobacco,616
2024-06-01,Germany,Unmanufactured Tobacco,285390
2024-07-01,Germany,Unmanufactured Tobacco,287075
2024-08-01,Germany,Unmanufactured Tobacco,712738
2024-09-01,Germany,Unmanufactured Tobacco,358606
2024-10-01,Germany,Unmanufactured Tobacco,214350
2024-11-01,Germany,Unmanufactured Tobacco,135893
2024-12-01,Germany,Unmanufactured Tobacco,561928
2020-01-01,Germany,Vegetables,56432
2020-02-01,Germany,Vegetables,36283
2020-03-01,Germany,Vegetables,23219
2020-04-01,Germany,Vegetables,21493
2020-05-01,Germany,Vegetables,27229
2020-06-01,Germany,Vegetables,109232
2020-07-01,Germany,Vegetables,74981
2020-08-01,Germany,Vegetables,54438
2020-09-01,Germany,Vegetables,94511
2020-10-01,Germany,Vegetables,94365
2020-11-01,Germany,Vegetables,38624
2020-12-01,Germany,Vegetables,85288
2021-01-01,Germany,Vegetables,67677
2021-02-01,Germany,Vegetables,41932
2021-03-01,Germany,Vegetables,51758
2021-04-01,Germany,Vegetables,16801
2021-05-01,Germany,Vegetables,30992
2021-06-01,Germany,Vegetables,37818
2021-07-01,Germany,Vegetables,87906
2021-08-01,Germany,Vegetables,58480
2021-09-01,Germany,Vegetables,85129
2021-10-01,Germany,Vegetables,79423
2021-11-01,Germany,Vegetables,119168
2021-12-01,Germany,Vegetables,70077
2022-01-01,Germany,Vegetables,54950
2022-02-01,Germany,Vegetables,45938
2022-03-01,Germany,Vegetables,71279
2022-04-01,Germany,Vegetables,43943
2022-05-01,Germany,Vegetables,49168
2022-06-01,Germany,Vegetables,96827
2022-07-01,Germany,Vegetables,61829
2022-08-01,Germany,Vegetables,96751
2022-09-01,Germany,Vegetables,50164
2022-10-01,Germany,Vegetables,83300
2022-11-01,Germany,Vegetables,57454
2022-12-01,Germany,Vegetables,62145
2023-01-01,Germany,Vegetables,100746
2023-02-01,Germany,Vegetables,103036
2023-03-01,Germany,Vegetables,102038
2023-04-01,Germany,Vegetables,85808
2023-05-01,Germany,Vegetables,81117
2023-06-01,Germany,Vegetables,55249
2023-07-01,Germany,Vegetables,34977
2023-08-01,Germany,Vegetables,59134
2023-09-01,Germany,Vegetables,93332
2023-10-01,Germany,Vegetables,57099
2023-11-01,Germany,Vegetables,46578
2023-12-01,Germany,Vegetables,89245
2024-01-01,Germany,Vegetables,82851
2024-02-01,Germany,Vegetables,96907
2024-03-01,Germany,Vegetables,48738
2024-04-01,Germany,Vegetables,124862
2024-05-01,Germany,Vegetables,69389
2024-06-01,Germany,Vegetables,51887
2024-07-01,Germany,Vegetables,81641
2024-08-01,Germany,Vegetables,38652
2024-09-01,Germany,Vegetables,42306
2024-10-01,Germany,Vegetables,123363
2024-11-01,Germany,Vegetables,70446
2024-12-01,Germany,Vegetables,68538
2020-01-01,Ghana,Plastic Products,181
2020-02-01,Ghana,Plastic Products,1406
2020-03-01,Ghana,Plastic Products,1048
2020-04-01,Ghana,Plastic Products,29
2020-05-01,Ghana,Plastic Products,1621
2020-06-01,Ghana,Plastic Products,903
2020-07-01,Ghana,Plastic Products,704
2020-08-01,Ghana,Plastic Products,529
2020-09-01,Ghana,Plastic Products,1179
2020-10-01,Ghana,Plastic Products,4732
2020-11-01,Ghana,Plastic Products,617
2020-12-01,Ghana,Plastic Products,5180
2021-01-01,Ghana,Plastic Products,1571
2021-02-01,Ghana,Plastic Products,794
2021-03-01,Ghana,Plastic Products,568
2021-04-01,Ghana,Plastic Products,3980
2021-05-01,Ghana,Plastic Products,4631
2021-06-01,Ghana,Plastic Products,3349
2021-07-01,Ghana,Plastic Products,1640
2021-08-01,Ghana,Plastic Products,1029
2021-09-01,Ghana,Plastic Products,895
2021-10-01,Ghana,Plastic Products,3728
2021-11-01,Ghana,Plastic Products,813
2021-12-01,Ghana,Plastic Products,3497
2022-01-01,Ghana,Plastic Products,9429
2022-02-01,Ghana,Plastic Products,677
2022-03-01,Ghana,Plastic Products,8243
2022-04-01,Ghana,Plastic Products,304
2022-05-01,Ghana,Plastic Products,951
2022-06-01,Ghana,Plastic Products,9211
2022-07-01,Ghana,Plastic Products,1792
2022-08-01,Ghana,Plastic Products,7759
2022-09-01,Ghana,Plastic Products,5516
2022-10-01,Ghana,Plastic Products,1239
2022-11-01,Ghana,Plastic Products,1815
2022-12-01,Ghana,Plastic Products,702
2023-01-01,Ghana,Plastic Products,537
2023-02-01,Ghana,Plastic Products,1597
2023-03-01,Ghana,Plastic Products,11641
2023-04-01,Ghana,Plastic Products,22050
2023-05-01,Ghana,Plastic Products,2778
2023-06-01,Ghana,Plastic Products,6118
2023-07-01,Ghana,Plastic Products,1417
2023-08-01,Ghana,Plastic Products,3948
2023-09-01,Ghana,Plastic Products,4641
2023-10-01,Ghana,Plastic Products,8253
2023-11-01,Ghana,Plastic Products,12134
2023-12-01,Ghana,Plastic Products,23598
2024-01-01,Ghana,Plastic Products,17215
2024-02-01,Ghana,Plastic Products,11450
2024-03-01,Ghana,Plastic Products,31758
2024-04-01,Ghana,Plastic Products,743
2024-05-01,Ghana,Plastic Products,12040
2024-06-01,Ghana,Plastic Products,4142
2024-07-01,Ghana,Plastic Products,14378
2024-08-01,Ghana,Plastic Products,15691
2024-09-01,Ghana,Plastic Products,54881
2024-10-01,Ghana,Plastic Products,26702
2024-11-01,Ghana,Plastic Products,18802
2024-12-01,Ghana,Plastic Products,18846
2020-01-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",194455
2020-02-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",256828
2020-03-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",131512
2020-04-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",163100
2020-05-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",337177
2020-06-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",107623
2020-07-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",241876
2020-08-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",67969
2020-09-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",422405
2020-10-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",247694
2020-11-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",379062
2020-12-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",184173
2021-01-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",226492
2021-02-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",401913
2021-03-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",380691
2021-04-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",280589
2021-05-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",174566
2021-06-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",267083
2021-07-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",238094
2021-08-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",323944
2021-09-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",512050
2021-10-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",349326
2021-11-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",104530
2021-12-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",669099
2022-01-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",330559
2022-02-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",31729
2022-03-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",302194
2022-04-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",232956
2022-05-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",163718
2022-06-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",238158
2022-07-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",507856
2022-08-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",386566
2022-09-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",476440
2022-10-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",498638
2022-11-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",195443
2022-12-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",126017
2023-01-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",56591
2023-02-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",101471.5
2023-03-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",146352
2023-04-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",76736
2023-05-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",271330
2023-06-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",172973
2023-07-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",498043
2023-08-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",132860
2023-09-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",272167
2023-10-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",517314
2023-11-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",212537
2023-12-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",90006
2024-01-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",257067
2024-02-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",339468
2024-03-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",29105
2024-04-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",62169.5
2024-05-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",95234
2024-06-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",96131
2024-07-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",196967
2024-08-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",137517
2024-09-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",149616
2024-10-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",209291
2024-11-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",135974
2024-12-01,Ghana,"Sugars, Sugar Confectionery & Bakery Products",143600
2020-01-01,Ghana,Tea Packets,705868
2020-02-01,Ghana,Tea Packets,898009
2020-03-01,Ghana,Tea Packets,383316
2020-04-01,Ghana,Tea Packets,247795
2020-05-01,Ghana,Tea Packets,464095
2020-06-01,Ghana,Tea Packets,613499
2020-07-01,Ghana,Tea Packets,802588
2020-08-01,Ghana,Tea Packets,737497
2020-09-01,Ghana,Tea Packets,617169
2020-10-01,Ghana,Tea Packets,733652
2020-11-01,Ghana,Tea Packets,925222
2020-12-01,Ghana,Tea Packets,659311
2021-01-01,Ghana,Tea Packets,622576
2021-02-01,Ghana,Tea Packets,798417
2021-03-01,Ghana,Tea Packets,1324345
2021-04-01,Ghana,Tea Packets,1267537
2021-05-01,Ghana,Tea Packets,1132117
2021-06-01,Ghana,Tea Packets,1108743
2021-07-01,Ghana,Tea Packets,1742723
2021-08-01,Ghana,Tea Packets,776881
2021-09-01,Ghana,Tea Packets,562769
2021-10-01,Ghana,Tea Packets,1281712
2021-11-01,Ghana,Tea Packets,649252
2021-12-01,Ghana,Tea Packets,1078613
2022-01-01,Ghana,Tea Packets,415901
2022-02-01,Ghana,Tea Packets,361378
2022-03-01,Ghana,Tea Packets,809444
2022-04-01,Ghana,Tea Packets,514092
2022-05-01,Ghana,Tea Packets,902100
2022-06-01,Ghana,Tea Packets,1008059
2022-07-01,Ghana,Tea Packets,670222
2022-08-01,Ghana,Tea Packets,773804
2022-09-01,Ghana,Tea Packets,776631
2022-10-01,Ghana,Tea Packets,602958
2022-11-01,Ghana,Tea Packets,563154
2022-12-01,Ghana,Tea Packets,324428
2023-01-01,Ghana,Tea Packets,192718
2023-02-01,Ghana,Tea Packets,1026971
2023-03-01,Ghana,Tea Packets,508589
2023-04-01,Ghana,Tea Packets,360734
2023-05-01,Ghana,Tea Packets,224405
2023-06-01,Ghana,Tea Packets,217060
2023-07-01,Ghana,Tea Packets,991201
2023-08-01,Ghana,Tea Packets,587327
2023-09-01,Ghana,Tea Packets,689479
2023-10-01,Ghana,Tea Packets,266105
2023-11-01,Ghana,Tea Packets,508756
2023-12-01,Ghana,Tea Packets,908617
2024-01-01,Ghana,Tea Packets,453068
2024-02-01,Ghana,Tea Packets,1026204
2024-03-01,Ghana,Tea Packets,876983
2024-04-01,Ghana,Tea Packets,527947
2024-05-01,Ghana,Tea Packets,582154
2024-06-01,Ghana,Tea Packets,428657
2024-07-01,Ghana,Tea Packets,743542
2024-08-01,Ghana,Tea Packets,498659
2024-09-01,Ghana,Tea Packets,631008
2024-10-01,Ghana,Tea Packets,718193
2024-11-01,Ghana,Tea Packets,624879
2024-12-01,Ghana,Tea Packets,553997
2020-01-01,Greece,Apparel,281711.5
2020-02-01,Greece,Apparel,9426
2020-03-01,Greece,Apparel,48139.5
2020-04-01,Greece,Apparel,86853
2020-05-01,Greece,Apparel,62649
2020-06-01,Greece,Apparel,38445
2020-07-01,Greece,Apparel,3499
2020-08-01,Greece,Apparel,6365
2020-09-01,Greece,Apparel,5205.333333
2020-10-01,Greece,Apparel,4045.666667
2020-11-01,Greece,Apparel,2886
2020-12-01,Greece,Apparel,4672
2021-01-01,Greece,Apparel,34686
2021-02-01,Greece,Apparel,6202
2021-03-01,Greece,Apparel,6615
2021-04-01,Greece,Apparel,3369
2021-05-01,Greece,Apparel,123
2021-06-01,Greece,Apparel,3984
2021-07-01,Greece,Apparel,106007
2021-08-01,Greece,Apparel,355
2021-09-01,Greece,Apparel,1621
2021-10-01,Greece,Apparel,463
2021-11-01,Greece,Apparel,1529
2021-12-01,Greece,Apparel,9919
2022-01-01,Greece,Apparel,49309
2022-02-01,Greece,Apparel,3357
2022-03-01,Greece,Apparel,322
2022-04-01,Greece,Apparel,6471
2022-05-01,Greece,Apparel,4827
2022-06-01,Greece,Apparel,6969
2022-07-01,Greece,Apparel,7116
2022-08-01,Greece,Apparel,112621
2022-09-01,Greece,Apparel,4674
2022-10-01,Greece,Apparel,2756
2022-11-01,Greece,Apparel,15623
2022-12-01,Greece,Apparel,24455
2023-01-01,Greece,Apparel,1825
2023-02-01,Greece,Apparel,3378
2023-03-01,Greece,Apparel,1805.5
2023-04-01,Greece,Apparel,233
2023-05-01,Greece,Apparel,117427
2023-06-01,Greece,Apparel,2359
2023-07-01,Greece,Apparel,5349
2023-08-01,Greece,Apparel,4882
2023-09-01,Greece,Apparel,7711
2023-10-01,Greece,Apparel,43304.5
2023-11-01,Greece,Apparel,78898
2023-12-01,Greece,Apparel,5609
2024-01-01,Greece,Apparel,16911
2024-02-01,Greece,Apparel,20051
2024-03-01,Greece,Apparel,3631
2024-04-01,Greece,Apparel,3002
